Id;Artist;Title;Producer;KarokeSupplier
15653 ;CLIFF RICHARD ;CONGRATULATIONS ;CDG;Sunfly;
15654 ;CLIFF RICHARD ;DEVIL WOMAN ;CDG;Soundchoice;
15655 ;CLIFF RICHARD ;DEVIL WOMAN ;CDG;SW;
15656 ;CLIFF RICHARD ;DYNAMITE ;CDG;BLU;
15658 ;CLIFF RICHARD ;GOODBYE SAM HELLO SAMANTHA ;CDG;ZM;
15659 ;CLIFF RICHARD ;HELLO MARY LOU ;CDG;LG;
15660 ;CLIFF RICHARD ;LIVING DOLL ;CDG;PT;
15661 ;CLIFF RICHARD ;LIVING DOLL ;CDG;Sunfly;
15662 ;CLIFF RICHARD ;LIVING DOLL;CDG;;
15663 ;CLIFF RICHARD ;LUCKY LIPS ;CDG;EK;
15664 ;CLIFF RICHARD ;MISTLETOE AND WINE ;CDG;LG;
15665 ;CLIFF RICHARD ;MISTLETOE AND WINE ;CDG;Sunfly;
15666 ;CLIFF RICHARD ;MISTLETOE AND WINE;CDG;;
15667 ;CLIFF RICHARD ;OVER THE RAINBOW ;CDG;EK;
15668 ;CLIFF RICHARD ;ROTE LIPPEN SOLL MAN KÅSSEN ;CDG;Soundchoice;
15669 ;CLIFF RICHARD ;SAVIOURS DAY ;CDG;Sunfly;
15670 ;CLIFF RICHARD ;SAVIOURS DAY;CDG;;
15671 ;CLIFF RICHARD ;SINGING THE BLUES - 26458;CDG;;
15672 ;CLIFF RICHARD ;SOME PEOPLE ;CDG;LG;
15673 ;CLIFF RICHARD ;SOME PEOPLE;CDG;;
15674 ;CLIFF RICHARD ;SUMMER HOLIDAY ;CDG;BLU;
15675 ;CLIFF RICHARD ;WE DON'T TALK ANYMORE ;CDG;Soundchoice;
15676 ;CLIFF RICHARD ;WHAT A WONDERFUL WORLD ;CDG;Sunfly;
15677 ;CLIFF RICHARD ;WIRED FOR SOUND;CDG;;
15678 ;CLIFF RICHARD ;YOUNG ONES ;CDG;BLU;
15679 ;CLIFF RICHARD & SARAH ;ALL I ASK OF YOU ;CDG;Duet(Sunfly;
15680 ;CLIMAX ;PRECIOUS & FEW ;CDG;DKK;
15681 ;CLIMB EVERY MOUNTAIN ;THE SOUND OF MUSIC;CDG;;
15682 ;CLIMIE FISHER ;LOVE CHANGES EVERYTHING ;CDG;Sunfly;
15683 ;CLIMIE FISHER ;LOVE CHANGES EVERYTHING;CDG;;
15684 ;CLINE, PATSY ;CRAZY;CDG;;
15685 ;CLINT BLACK ;LIKE THE RAIN ;CDG;Soundchoice;
15686 ;CLINT BLACK ;SPEND MY TIME ;CDG;Soundchoice;
15687 ;CLINT BLACK ;STILL HOLDING ON ;CDG;SW;
15688 ;CLINT BLACK & WYNONNA JUDD ;BAD GOODBYE ;CDG;Duet(Soundchoice;
15689 ;CLINT EASTWOOD ;GORILLAZ ;CDG;Soundchoice;
15690 ;CLINTON GREGORY ;STANDING ON THE EDGE OF LOVE ;CDG;Soundchoice;
15691 ;CLIPSE ;WHEN THE LAST TIME ;CDG;Duet;
15692 ;CLOSE EVERY DOOR ;JOSEPH & THE AMAZING TECHNICOLOR DREAMCOAT;CDG;;
15693 ;CLOSE TO YOU ;THE CARPENTERS;CDG;;
15694 ;;CLOSE TO YOU;CDG;;
15695 ;CLOTHES OFF ;GYM CLASS HEROES;CDG;;
15696 ;;CLOUD NINE;CDG;;
15697 ;;CLOUD NO. 9;CDG;;
15698 ;;CLOUD NUMBER NINE;CDG;;
15699 ;CLOUT ;SUBSTITUTE ;CDG;ZM;
15700 ;CLOUT ;SUBSTITUTE ;CDG;Zoom (Ricky;
15701 ;CLUB NOUVEAU ;LEAN ON ME ;CDG;Soundchoice;
15702 ;CLUB NOUVEAU ;LEAN ON ME;CDG;;
15703 ;;CLUB TROPICANA;CDG;;
15704 ;CLUMSY ;FERGIE;CDG;;
15705 ;C'MON EVERYBODY ;ELVIS PRESLEY;CDG;;
15706 ;;COAL MINER'S DAUGHTER;CDG;;
15707 ;COAT OF MANY COLORS (CB) ;DOLLY PARTON;CDG;;
15708 ;COC ;CONGRATULATIONS SONG ;CDG;Soundchoice;
15709 ;;COCAINE;CDG;;
15710 ;COCKNEY REBEL ;MAKE ME SMILE ;CDG;come Up And See Me (Sunfly;
15711 ;COCKNEY REBEL ;MAKE ME SMILE ;CDG;come Up And See Me;
15712 ;CO-CO ;SWEET ;CDG;roku;
15713 ;;COCO JAMBOO;CDG;;
15714 ;COLBIE CAILLAT ;BUBBLY - 13138;CDG;;
15715 ;;COLD COLD HEART;CDG;;
15716 ;;COLD DAY IN JULY;CDG;;
15717 ;;COLD TURKEY;CDG;;
15718 ;COLDPLAY ;A RUSH OF BLOOD TO THE HEAD ;CDG;Sunfly;
15719 ;COLDPLAY ;A RUSH OF BLOOD TO THE HEAD;CDG;;
15720 ;COLDPLAY ;CLOCKS ;CDG;Soundchoice;
15721 ;COLDPLAY ;CLOCKS ;CDG;Sunfly;
15722 ;COLDPLAY ;CLOCKS;CDG;;
15723 ;COLDPLAY ;DON'T PANIC ;CDG;Sunfly;
15724 ;COLDPLAY ;DON'T PANIC;CDG;;
15725 ;COLDPLAY ;FIX YOU ;CDG;Sunfly;
15726 ;COLDPLAY ;FIX YOU;CDG;;
15727 ;COLDPLAY ;GOD PUT A SMILE UPON YOUR FACE ;CDG;Sunfly;
15728 ;COLDPLAY ;GOD PUT A SMILE UPON YOUR FACE;CDG;;
15729 ;COLDPLAY ;IN MY PLACE ;CDG;Sunfly;
15730 ;COLDPLAY ;IN MY PLACE;CDG;;
15731 ;COLDPLAY ;MY PLACE ;CDG;EK;
15732 ;COLDPLAY ;SMILE UPON YOUR FACE ;CDG;Sunfly;
15733 ;COLDPLAY ;SPEED OF SOUND ;CDG;Sunfly;
15734 ;COLDPLAY ;SPEED OF SOUND;CDG;;
15735 ;COLDPLAY ;TALK ;CDG;Sunfly;
15736 ;COLDPLAY ;TALK;CDG;;
15737 ;COLDPLAY ;THE HARDEST PART ;CDG;Sunfly;
15738 ;COLDPLAY ;THE HARDEST PART;CDG;;
15739 ;COLDPLAY ;THE SCIENTIST ;CDG;Sunfly;
15740 ;COLDPLAY ;THE SCIENTIST;CDG;;
15741 ;COLDPLAY ;TROUBLE ;CDG;MM;
15742 ;COLDPLAY ;TROUBLE ;CDG;Sunfly;
15743 ;COLDPLAY ;TROUBLE;CDG;;
15744 ;COLDPLAY ;VIOLET HILL ;CDG;EK;
15745 ;COLDPLAY ;VIVA LA VIDA ;CDG;EK;
15746 ;COLDPLAY ;VIVA LA VIDA ;CDG;Soundchoice;
15747 ;COLDPLAY ;YELLOW ;CDG;Soundchoice;
15748 ;COLDPLAY ;YELLOW ;CDG;Sunfly;
15749 ;COLDPLAY ;YELLOW;CDG;;
15750 ;;COLDPLAY-A RUSH OF BLOOD TO THE HEAD;CDG;;
15751 ;;COLDPLAY-CLOCKS;CDG;;
15752 ;;COLDPLAY-DONT PANIC;CDG;;
15753 ;;COLDPLAY-IN MY PLACE;CDG;;
15754 ;;COLDPLAY-SMILE UPON YOUR FACE;CDG;;
15755 ;;COLDPLAY-THE SCIENTIST;CDG;;
15756 ;;COLDPLAY-YELLOW;CDG;;
15757 ;COLE PORTER ;ANYTHING GOES ;CDG;PT;
15758 ;COLE PORTER ;BEGIN THE BEGUINE ;CDG;BLU;
15759 ;COLE PORTER ;BEGIN THE BEGUINE ;CDG;PT;
15760 ;COLE PORTER ;BLOW GABRIEL BLOW ;CDG;PT;
15761 ;COLE PORTER ;I GET A KICK OUT OF YOU ;CDG;PT;
15762 ;COLE PORTER ;JUST ONE OF THOSE THINGS ;CDG;PT;
15763 ;COLE PORTER ;LET'S DO IT ;CDG;PT;
15764 ;COLE PORTER ;LOVE FOR SALE ;CDG;PT;
15765 ;COLE PORTER ;NIGHT AND DAY ;CDG;PT;
15766 ;COLE PORTER ;WHAT IS THIS THING CALLED LOVE ;CDG;PT;
15767 ;COLE PORTER ;YOU DO SOMETHING TO ME ;CDG;PT;
15768 ;COLE PORTER ;YOU'RE THE TOP ;CDG;PT;
15769 ;COLIN RAYE ;BUTTERFLY KISSES ;CDG;SP;
15770 ;COLLECTIVE SOUL ;HEAVY ;CDG;Soundchoice;
15771 ;COLLIN POWELL ;TALIBAN SONG ;CDG;TOP;
15772 ;COLLIN RAYE ;EVERY SECOND ;CDG;DKK;
15773 ;COLLIN RAYE ;I THINK ABOUT YOU ;CDG;Soundchoice;
15774 ;COLLIN RAYE ;IF I WERE YOU ;CDG;Soundchoice;
15775 ;COLLIN RAYE ;IN THIS LIFE ;CDG;Soundchoice;
15776 ;COLLIN RAYE ;LET IT BE ME ;CDG;Soundchoice;
15777 ;COLLIN RAYE ;MY KIND OF GIRL ;CDG;Soundchoice;
15778 ;COLLIN RAYE ;NOT THAT DIFFERENT ;CDG;Soundchoice;
15779 ;COLLIN RAYE ;ON THE VERGE ;CDG;Soundchoice;
15780 ;COLLIN RAYE ;SOMEBODY ELSE'S THE MOON ;CDG;Soundchoice;
15781 ;COLLIN RAYE ;SOMEONE YOU USED TO KNOW ;CDG;SD;
15782 ;COLLIN RAYE ;THAT WAS A RIVER ;CDG;Soundchoice;
15783 ;COLLIN RAYE ;THAT'S MY STORY ;CDG;DKK;
15784 ;COLLIN RAYE ;THAT'S MY STORY ;CDG;Soundchoice;
15785 ;COLONEL ABRAMS ;TRAPPED ;CDG;Sunfly;
15786 ;COLONEL ABRAMS ;TRAPPED;CDG;;
15787 ;COLONNE SONORE ;HOT STUFF ;CDG;Sunfly;
15788 ;COLONNE SONORE ;HOT STUFF;CDG;;
15789 ;COLOR ME BADD ;ALL 4 LOVE ;CDG;Soundchoice;
15790 ;COLOR ME BADD ;ALL 4 LOVE;CDG;;
15791 ;COLOR ME BADD ;I ADORE MI AMOR ;CDG;Soundchoice;
15792 ;COLOR ME BADD ;I WANNA SEX YOU UP ;CDG;Soundchoice;
15793 ;COLOR ME BADD ;I WANNA SEX YOU UP ;CDG;Sunfly;
15794 ;COLOR ME BADD ;I WANNA SEX YOU UP;CDG;;
15795 ;COLOR ME BADD ;THE EARTH, THE SUN, THE RAIN ;CDG;Soundchoice;
15796 ;;COLOR ME BADD-WANNA SEX YOU UP;CDG;;
15797 ;;COMANCHERO;CDG;;
15798 ;;COME MONDAY;CDG;;
15799 ;;COME ON EILEEN;CDG;;
15800 ;;COME ON OVER;CDG;;
15801 ;;COME SATURDAY MORNING;CDG;;
15802 ;;COME SEE ME ;CDG;;
15803 ;;COME TAKE MY HAND;CDG;;
15804 ;;COME TO MY WINDOW;CDG;;
15805 ;;COME TOGETHER;CDG;;
15806 ;COME UNDONE ;ROBBIE WILLIAMS;CDG;;
15807 ;COMEDIAN HARMONISTS ;EIN FREUND EIN GUTER FREUND ;CDG;Fk;
15808 ;COMEDIAN HARMONISTS ;VERONIKA DER LENZ IST DA ;CDG;Fk;
15809 ;;COMMITMENT;CDG;;
15810 ;COMMITMENTS ;I CAN'T STAND THE RAIN ;CDG;2b (SunflyCOM-06;
15811 ;COMMITMENTS ;MUSTANG SALLY ;CDG;2b (SunflyCOM-01;
15812 ;COMMITMENTS ;MUSTANG SALLY;CDG;;
15813 ;;COMMITMENTS_MUSTANG_SALLY;CDG;;
15814 ;;COMMITMENTS-MUSTANG SALLY;CDG;;
15815 ;;COMMITMENTS-TRY A LITTLE TENDERNESS;CDG;;
15816 ;COMMODORES ;EASY;CDG;;
15817 ;;COMMODORES-EASY;CDG;;
15818 ;;COMMODORES-NIGHT SHIFT;CDG;;
15819 ;COMMON & ERYKAH BADU ;LOVE OF MY LIFE ;CDG;Duet(Soundchoice;
15820 ;COMMON & ERYKAH BADU ;LOVE OF MY LIFE ;CDG;Duet;
15821 ;;COMMON PEOPLE;CDG;;
15822 ;;COMPLICATED;CDG;;
15823 ;CON FUNK SHUN ;FFUN ;CDG;Soundchoice;
15824 ;CONFEDERATE RAILROAD ;SEE YA ;CDG;Soundchoice;
15825 ;CONFEDERATE RAILROAD ;THE ONE YOU LOVE THE MOST ;CDG;Soundchoice;
15826 ;CONFEDERATE RAILROAD ;WHEN YOU LEAVE THAT WAY YOU CAN NEVER GO BACK ;CDG;Soundchoice;
15827 ;CONGRATULATIONS ;CLIF RICHARD;CDG;;
15828 ;;CONGRATULATIONS;CDG;;
15829 ;CONNELLS ;74 75 ;CDG;Sunfly;
15830 ;CONNELLS ;74 75;CDG;;
15831 ;CONNIE FRANCIS ;BLAME IT ON THE BOSSA NOVA ;CDG;DKK;
15832 ;CONNIE FRANCIS ;EVERYBODY'S SOMEBODY'S FOOL ;CDG;DKK;
15833 ;CONNIE FRANCIS ;LIPSTICK ON YOUR COLLAR ;CDG;BLU;
15834 ;CONNIE FRANCIS ;LIPSTICK ON YOUR COLLAR ;CDG;EK;
15835 ;CONNIE FRANCIS ;LIPSTICK ON YOUR COLLAR ;CDG;Soundchoice;
15836 ;CONNIE FRANCIS ;MY HAPPINESS ;CDG;Soundchoice;
15837 ;CONNIE FRANCIS ;PRETTY LITTLE BABY ;CDG;BLU;
15838 ;CONNIE FRANCIS ;ROBOT MAN ;CDG;Sunfly;
15839 ;CONNIE FRANCIS ;STUPID CUPID ;CDG;EK;
15840 ;CONNIE FRANCIS ;STUPID CUPID ;CDG;Soundchoice;
15841 ;CONNIE FRANCIS ;STUPID CUPID ;CDG;ZM;
15842 ;CONNIE FRANCIS ;VACATION ;CDG;BLU;
15843 ;CONNIE FRANCIS ;WHERE THE BOYS ARE ;CDG;BLU;
15844 ;CONNIE FRANCIS ;WHERE THE BOYS ARE ;CDG;Soundchoice;
15845 ;CONNIE FRANCIS ;WHO'S SORRY NOW ;CDG;EK;
15846 ;CONNIE FRANCIS ;WHO'S SORRY NOW ;CDG;Soundchoice;
15847 ;CONNIE FRANCIS ;WHO'S SORRY NOW ;CDG;Sunfly;
15848 ;CONNIE FRANCIS ;WHO'S SORRY NOW;CDG;;
15849 ;CONNIE SMITH ;JUST FOR WHAT I AM ;CDG;Soundchoice;
15850 ;CONNIE SMITH ;ONCE A DAY ;CDG;BMB;
15851 ;CONNOR REEVES ;MY FATHER'S SON ;CDG;Sunfly;
15852 ;CONNOR REEVES ;MY FATHERS SON;CDG;;
15853 ;CONNY FRANCIS ;DIE LIEBE IST EIN SELTSAMES SPIEL ;CDG;Wok;
15854 ;CONNY FRANCIS ;EVERYBODY S SOMEBODY S FO;CDG;;
15855 ;CONSIDER YOURSELF ;OLIVER;CDG;;
15856 ;CONTOURS ;DO YOU LOVE ME ;CDG;MM;
15857 ;;CONVOY;CDG;;
15858 ;CONWAY TWITTY ;BETWEEN BLUE EYES AND JEANS ;CDG;Soundchoice;
15859 ;CONWAY TWITTY ;BOOGIE GRASS BAND ;CDG;Soundchoice;
15860 ;CONWAY TWITTY ;DON'T CRY JONI ;CDG;Duet(CB;
15861 ;CONWAY TWITTY ;DON'T CRY JONI ;CDG;Duet;
15862 ;CONWAY TWITTY ;DON'T IT MAKE YOU LONELY ;CDG;Soundchoice;
15863 ;CONWAY TWITTY ;HAPPY BIRTHDAY DARLING ;CDG;Soundchoice;
15864 ;CONWAY TWITTY ;HELLO DARLIN' ;CDG;Soundchoice;
15865 ;CONWAY TWITTY ;I DON'T KNOW A THING ABOUT LOVE ;CDG;Soundchoice;
15866 ;CONWAY TWITTY ;I MAY NEVER GET TO HEAVEN ;CDG;Soundchoice;
15867 ;CONWAY TWITTY ;I SEE THE WANT TO IN YOUR EYES ;CDG;Soundchoice;
15868 ;CONWAY TWITTY ;I'D LOVE TO LAY YOU DOWN ;CDG;Soundchoice;
15869 ;CONWAY TWITTY ;IT'S ONLY MAKE BELIEVE ;CDG;BLU;
15870 ;CONWAY TWITTY ;IT'S ONLY MAKE BELIEVE ;CDG;DJ;
15871 ;CONWAY TWITTY ;IT'S ONLY MAKE BELIEVE ;CDG;Sunfly;
15872 ;CONWAY TWITTY ;IT'S ONLY MAKE BELIEVE;CDG;;
15874 ;CONWAY TWITTY ;NEXT IN LINE ;CDG;Soundchoice;
15875 ;CONWAY TWITTY ;RED NECKIN' LOVE MAKIN' NIGHT ;CDG;Soundchoice;
15876 ;CONWAY TWITTY ;SLOW HAND ;CDG;Soundchoice;
15877 ;CONWAY TWITTY ;THAT'S MY JOB ;CDG;Soundchoice;
15878 ;CONWAY TWITTY ;THE CLOWN ;CDG;Soundchoice;
15879 ;CONWAY TWITTY ;TOUCH THE HAND ;CDG;Soundchoice;
15880 ;CONWAY TWITTY ;YOU'VE NEVER BEEN THIS FAR BEFORE ;CDG;Soundchoice;
15881 ;CONWAY TWITTY & LORETTA LYNN ;I CAN'T LOVE YOU ENOUGH ;CDG;Duet(Soundchoice;
15882 ;CONWAY TWITTY & LORETTA LYNN ;LOUISIANA WOMAN  MAN ;CDG;Soundchoice;
15883 ;CONWAY TWITTY & LORETTA LYNN ;LOUISIANA WOMAN  MISSISIPPI MAN ;CDG;Duet(Soundchoice;
15884 ;CONWAY TWITTY & SAM MOORE ;RAINY NIGHT IN GEORGIA ;CDG;Duet(Soundchoice;
15885 ;COODER GRAW ;SHOTGUN WEDDING ;CDG;Sunfly;
15886 ;COODER GRAW ;SHOTGUN WEDDING;CDG;;
15887 ;;COOL JERK;CDG;;
15888 ;COOLIDGE, RITA ;I'D RATHER LEAVE WHILE I'M IN;CDG;;
15889 ;COOLIO ;1234 SUMPTIN' NEW ;CDG;Sunfly;
15890 ;COOLIO ;1234 SUMPTIN' NEW;CDG;;
15891 ;COOLIO ;GANGSTA'S PARADISE ;CDG;LG;
15892 ;COOLIO ;GANGSTA'S PARADISE ;CDG;Soundchoice;
15893 ;COOLIO ;GANGSTERS PARADISE ;CDG;Sunfly;
15894 ;COOLIO ;GANGSTERS PARADISE;CDG;;
15895 ;COOLIO ;TOO HOT ;CDG;Sunfly;
15896 ;COOLIO ;TOO HOT;CDG;;
15897 ;;COOLIO-GANGSTAS PARADISE;CDG;;
15898 ;COOPER, ALICE ;FEED MY FRANKENSTEIN;CDG;;
15899 ;;COPACABANA;CDG;;
15900 ;;COPPERHEAD ROAD;CDG;;
15901 ;CORINNE BAILEY RAE ;TROUBLE SLEEPING ;CDG;Sunfly;
15902 ;CORINNE BAILEY RAE ;TROUBLE SLEEPING;CDG;;
15903 ;CORNELIUS BROTHERS & SISTER ROSE ;TOO LATE TO TURN BACK NOW ;CDG;DKK;
15904 ;CORNELL, CHRIS ;YOU KNOW MY NAME;CDG;;
15905 ;CORNER OF THE SKY ;PIPPIN;CDG;;
15906 ;CORNER SHOP ;BRIMFUL OF ASHA ;CDG;Sunfly;
15907 ;CORNER SHOP ;BRIMFUL OF ASHA;CDG;;
15908 ;CORNWAY TWITTY ;HELLO DARLIN' - C;CDG;;
15909 ;CORONA ;I DON'T WANNA BE A STAR ;CDG;MK;
15910 ;CORONA ;RHYTHM OF THE NIGHT ;CDG;MK;
15911 ;CORONA ;RHYTHM OF THE NIGHT ;CDG;Sunfly;
15912 ;CORONA ;RHYTHM OF THE NIGHT;CDG;;
15913 ;CORONA ;TRY ME OUT ;CDG;Sunfly;
15914 ;CORONA ;TRY ME OUT;CDG;;
15915 ;;CORRINE CORRINA BB;CDG;;
15916 ;;CORRINE CORRINA;CDG;;
15917 ;;CORRINE CORRINE;CDG;;
15918 ;;CORRINE, CORRINA;CDG;;
15919 ;CORRS ;WHAT CAN I DO;CDG;;
15920 ;;CORRS-RADIO;CDG;;
15921 ;;CORRS-WHAT CAN I DO;CDG;;
15922 ;COSTA CORDALES ;ANITA ;CDG;Lion;
15923 ;COSTA CORDALIS ;GIB MIR ALL DEINE LIEBE;CDG;;
15924 ;COSTA CORDALIS ;HÅTTENHAMMER;CDG;;
15925 ;COSTA CORDALIS ;ICH ZEIG DIR DAS PARADIES;CDG;;
15926 ;COTTON FIELDS ;CCR ;CDG;DKK;
15927 ;COTTON FIELDS ;CCR;CDG;;
15928 ;;COTTON FIELDS;CDG;;
15929 ;COULD IT BE MAGIC ;MANILOW;CDG;;
15930 ;;COULD YOU BE LOVED;CDG;;
15931 ;COUNTING CROWS ;ANGELS OF THE SILENCES ;CDG;Soundchoice;
15932 ;COUNTING CROWS ;MR. JONES;CDG;;
15933 ;COUNTING CROWS & SHERYL CROW ;AMERICAN GIRL ;CDG;Duet(Soundchoice;
15934 ;COUNTING CROWS & VANESSA CARLTON ;BIG YELLOW TAXI ;CDG;Duet;
15935 ;COUNTING CROWS FEAT VANESSA CARLTON ;BIG YELLOW TAXI ;CDG;Sunfly;
15936 ;COUNTRY ;CARRY ME BACK TO OLD VIGINNY ;CDG;VI;
15937 ;;COUNTRY ROADS;CDG;;
15938 ;COUNTRY SUNSHINE (PIONEER) ;DOTTIE WEST;CDG;;
15939 ;COURSE OF NATURE ;CAUGHT IN THE SUN;CDG;;
15940 ;COVEN ;ONE TIN SOLDIER ;CDG;CB;
15941 ;;COWARD OF THE COUNTRY;COUNTRY;CDG;;
15942 ;COWARD OF THE COUNTY ;KENNY ROGERS;CDG;;
15943 ;;COWARD OF THE COUNTY;CDG;;
15944 ;;COWBOYS SWEETHEART;CDG;;
15945 ;;COZ I LUV YOU;CDG;;
15946 ;CRACKER ;THE GOLDEN AGE ;CDG;Soundchoice;
15947 ;;CRACKLIN' ROSE;CDG;;
15948 ;;CRACKLING ROSE;CDG;;
15949 ;;CRADLE;CDG;;
15950 ;CRAIG DAVID ;ALL THE WAY;CDG;;
15951 ;CRAIG DAVID ;HIDDEN AGENDA;CDG;;
15952 ;CRAIG DAVID ;UNBELIEVABLE;CDG;;
15953 ;CRAIG DAVID ;WHAT'S YOUR FLAVA;CDG;;
15954 ;CRAIG DAVID ;YOU DON'T MISS YOUR WATER;CDG;;
15955 ;CRAIG DAVID & STING ;RISE & FALL;CDG;;
15956 ;;CRAIG DAVID-7 DAYS;CDG;;
15957 ;CRANBERRIES ;DREAMS ;CDG;Soundchoice;
15958 ;CRANBERRIES ;DREAMS;CDG;;
15959 ;CRANBERRIES ;FREE TO DECIDE ;CDG;Soundchoice;
15960 ;CRANBERRIES ;LINGER ;CDG;Sunfly;
15961 ;CRANBERRIES ;LINGER;CDG;;
15962 ;CRANBERRIES ;ODE TO MY FAMILY ;CDG;Soundchoice;
15963 ;CRANBERRIES ;ODE TO MY FAMILY;CDG;;
15964 ;CRANBERRIES ;PROMISES ;CDG;Sunfly;
15965 ;CRANBERRIES ;PROMISES;CDG;;
15966 ;CRANBERRIES ;SALVATION ;CDG;Sunfly;
15967 ;CRANBERRIES ;SALVATION;CDG;;
15968 ;CRANBERRIES ;THIS IS THE DAY ;CDG;TOP;
15969 ;CRANBERRIES ;WAKE UP AND SMELL THE COFFEE ;CDG;TOP;
15970 ;CRANBERRIES ;ZOMBIE ;CDG;Barbara (MM;
15971 ;CRANBERRIES ;ZOMBIE ;CDG;MM;
15972 ;CRANBERRIES ;ZOMBIE ;CDG;Soundchoice;
15973 ;CRANBERRIES ;ZOMBIE ;CDG;Sunfly;
15974 ;CRANBERRIES ;ZOMBIE;CDG;;
15975 ;;CRANBERRIES-LINGER;CDG;;
15976 ;CRASH TEST DUMMIES ;MMM MMM MMM MMM ;CDG;Sunfly;
15977 ;CRASH TEST DUMMIES ;MMM MMM MMM MMM;CDG;;
15978 ;CRASH TEST DUMMIES ;MMMM MMMM MMMM MMMM;CDG;;
15979 ;;CRASH TEST DUMMIES-MMMM;CDG;;
15980 ;CRAZY ;PATSY CLINE;CDG;;
15981 ;;CRAZY ARMS;CDG;;
15982 ;CRAZY ELEPHANT ;GIMME GIMME GOOD LOVIN' ;CDG;Soundchoice;
15983 ;CRAZY FOR YOU ;MADONNA;CDG;;
15984 ;;CRAZY FOR YOU;CDG;;
15985 ;CRAZY FROG ;AXEL F. ;CDG;EK;
15986 ;;CRAZY LITTLE THING CALLED LOVE;CDG;;
15987 ;;CRAZY LOVE;CDG;;
15988 ;CRAZY TOWN ;BUTTERFLY ;CDG;TOP;
15989 ;CRAZY TOWN ;BUTTERFLY;CDG;;
15990 ;;CRAZY;CDG;;
15991 ;CREAM ;CROSSROADS ;CDG;Soundchoice;
15992 ;CREAM ;I'M SO GLAD ;CDG;DA;
15993 ;CREAM ;STRANGE BREW ;CDG;Soundchoice;
15994 ;CREAM ;SUNSHINE OF YOUR LOVE ;CDG;BLU;
15995 ;CREAM ;SUNSHINE OF YOUR LOVE ;CDG;SOFA;
15996 ;CREAM ;WHITE ROOM ;CDG;DKK;
15997 ;CREAM ;WHITE ROOM ;CDG;Soundchoice;
15998 ;CREAM ;WHITE ROOM ;CDG;SGB;
15999 ;CREAMY ;NEVER ENDING STORY ;CDG;BR;
16000 ;CREED ;BULLETS ;CDG;Soundchoice;
16001 ;CREED ;BULLETS ;CDG;TOP;
16002 ;CREED ;DONT STOP DANCING ;CDG;BS;
16003 ;CREED ;DON'T STOP DANCING;CDG;;
16004 ;CREED ;HIGHER ;CDG;Soundchoice;
16005 ;CREED ;HIGHER ;CDG;TOP;
16006 ;CREED ;MY OWN PRISON ;CDG;Soundchoice;
16007 ;CREED ;ONE LAST BREATH;CDG;;
16008 ;CREED ;SIGNS ;CDG;Soundchoice;
16009 ;CREED ;WHAT IF ;CDG;Soundchoice;
16010 ;CREED ;WITH ARMS WIDE OPEN ;CDG;CB;
16011 ;CREED ;WITH ARMS WIDE OPEN ;CDG;Soundchoice;
16012 ;CREED ;WITH ARMS WIDE OPEN ;CDG;TOP;
16013 ;CREED ;WITH ARMS WIDE OPEN;CDG;;
16014 ;CREEDENCE CLEARWATER REVIVAL ;BAD MOON RISING;CDG;;
16015 ;CREEDENCE CLEARWATER REVIVAL ;DOWN ON THE CORNER;CDG;;
16016 ;CREEDENCE CLEARWATER REVIVAL ;HAVE YOU EVER SEEN THE RAIN;CDG;;
16017 ;CREEDENCE CLEARWATER REVIVAL ;PROUD MARY;CDG;;
16018 ;CREEDENCE CLEARWATER REVIVAL ;THE MIDNIGHT SPECIAL - 8957;CDG;;
16019 ;;CREED-HIGHER;CDG;;
16020 ;;CREED-MY OWN PRISON;CDG;;
16021 ;;CREED-WHAT IF;CDG;;
16022 ;;CREED-WITH ARMS WIDE OPEN;CDG;;
16023 ;CRICKETS ;MAYBE BABY ;CDG;Sunfly;
16024 ;CRICKETS ;MAYBE BABY;CDG;;
16025 ;CRICKETS ;RAVE ON ;CDG;Sunfly;
16026 ;CRICKETS ;RAVE ON;CDG;;
16027 ;CRISTY LANE ;SIMPLE LITTLE WORDS ;CDG;Soundchoice;
16028 ;CROCODILE ROCK ;ELTON JOHN;CDG;;
16029 ;CROFT & SEALS ;SUMMER BREEZE;CDG;;
16030 ;CROSBY STILLS NASH & YOUNG ;AFTER THE DOLPHIN ;CDG;HGK;
16031 ;CROSBY STILLS NASH & YOUNG ;HELPLESS ;CDG;HGK;
16032 ;CROSBY STILLS NASH & YOUNG ;JUST A SONG BEFORE I GO ;CDG;Soundchoice;
16033 ;CROSBY STILLS NASH & YOUNG ;OHIO ;CDG;Soundchoice;
16034 ;CROSBY STILLS NASH & YOUNG ;ONLY WAITING FOR YOU ;CDG;Soundchoice;
16035 ;CROSBY STILLS NASH & YOUNG ;OUR HOUSE ;CDG;Soundchoice;
16036 ;CROSBY STILLS NASH & YOUNG ;TEACH YOUR CHILDREN ;CDG;Soundchoice;
16037 ;CROSBY STILLS NASH & YOUNG ;WASTED ON THE WAY ;CDG;Soundchoice;
16038 ;CROSBY STILLS NASH & YOUNG ;WOODSTOCK ;CDG;Soundchoice;
16039 ;CROSBY STILLS NASH & YOUNG ;WOODSTOCK ;CDG;Sunfly;
16040 ;CROSS CANADIAN RAGWEED ;THIS TIME AROUND;CDG;;
16041 ;CROWDED HOUSE ;DISTANT SUN ;CDG;Sunfly;
16042 ;CROWDED HOUSE ;DISTANT SUN;CDG;;
